鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７７號十五樓,28.89,都市：其他:住宅區,,,1100313,土地2建物1車位2,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,214.16000000000003,3,2,2,有,有,15000000,77038,坡道平面,53.2,2600000,預售屋、或土地及建物分件登記案件；,RPUQMLMKIIGGFCH08DA,94.39,8.79,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷８３號十七樓,21.89,都市：其他:住宅區,,,1100319,土地2建物1車位1,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,157.82999999999998,2,2,1,有,有,11810000,80088,坡道平面,26.6,1300000,預售屋、或土地及建物分件登記案件；,RPVQMLMKIIGGFCH18DA,78.39,5.87,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷８３號十八樓,21.89,都市：其他:住宅區,,,1100227,土地2建物1車位1,十八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,157.82999999999998,2,2,1,有,有,12010000,80088,坡道平面,26.6,1500000,預售屋、或土地及建物分件登記案件；,RPWQMLMKIIGGFCH28DA,78.39,5.87,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷８３之１號七樓,21.05,都市：其他:住宅區,,,1100326,土地2建物1車位1,七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,152.11,2,2,2,有,有,10460000,72982,坡道平面,26.6,1300000,預售屋、或土地及建物分件登記案件；,RPXQMLMKIIGGFCH38DA,74.89,5.69,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷８３之１號八樓,21.05,都市：其他:住宅區,,,1100320,土地2建物1車位1,八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,152.11,2,2,2,有,有,10450000,73699,坡道平面,26.6,1200000,預售屋、或土地及建物分件登記案件；,RPORMLMKIIGGFCH57DA,74.89,5.69,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷８３之１號十二樓,21.05,都市：其他:住宅區,,,1100418,土地2建物1車位1,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,152.11,2,2,2,有,有,10830000,75133,坡道平面,26.6,1400000,預售屋、或土地及建物分件登記案件；,RPPRMLMKIIGGFCH67DA,74.89,5.69,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷８３之３號五樓,21.89,都市：其他:住宅區,,,1100430,土地2建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,158.03,2,2,1,有,有,10280000,68550,坡道平面,27.03,1300000,預售屋、或土地及建物分件登記案件；,RPSRMLMKIIGGFCH97DA,78.21,5.87,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７１號七樓,36.46,都市：其他:住宅區,,,1091107,土地2建物1車位2,七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,265.95,3,2,2,有,有,18550000,73090,坡道平面,53.2,3000000,預售屋、或土地及建物分件登記案件；,RPPSMLMKIIGGFCH77DA,121.44,15.0,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７１號八樓,36.46,都市：其他:住宅區,,,1091112,土地2建物1車位2,八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,265.95,3,2,2,有,有,18950000,76851,坡道平面,53.2,2600000,預售屋、或土地及建物分件登記案件；,RPQSMLMKIIGGFCH87DA,121.44,15.0,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７５號十二樓,36.41,都市：其他:住宅區,,,1100418,土地2建物1車位2,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,265.73,3,2,2,有,有,18530000,74013,坡道平面,53.2,2800000,預售屋、或土地及建物分件登記案件；,RPSSMLMKIIGGFCH08DA,121.26,15.0,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７３號三樓,28.89,都市：其他:住宅區,,,1091128,土地2建物1車位2,三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,214.16000000000003,3,2,2,有,有,14030000,72627,坡道平面,53.2,2340000,預售屋、或土地及建物分件登記案件；,RPTSMLMKIIGGFCH18DA,94.39,8.79,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７３號四樓,28.89,都市：其他:住宅區,,,1091121,土地2建物1車位2,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,214.16000000000003,3,2,2,有,有,14030000,71508,坡道平面,53.2,2520000,預售屋、或土地及建物分件登記案件；,RPUSMLMKIIGGFCH28DA,94.39,8.79,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７３號六樓,28.94,都市：其他:住宅區,,,1091121,土地2建物1車位2,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,214.60000000000002,3,2,2,有,有,14520000,73678,坡道平面,53.63,2660000,預售屋、或土地及建物分件登記案件；,RPVSMLMKIIGGFCH38DA,94.39,8.79,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７３號七樓,28.89,都市：其他:住宅區,,,1091107,土地2建物1車位2,七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,214.16000000000003,3,2,2,有,有,14750000,74242,坡道平面,53.2,2800000,預售屋、或土地及建物分件登記案件；,RPWSMLMKIIGGFCH48DA,94.39,8.79,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７３號十二樓,28.89,都市：其他:住宅區,,,1091101,土地2建物1車位2,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,214.16000000000003,3,2,2,有,有,15450000,78591,坡道平面,53.2,2800000,預售屋、或土地及建物分件登記案件；,RPXSMLMKIIGGFCH58DA,94.39,8.79,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７３號十六樓,28.89,都市：其他:住宅區,,,1091023,土地2建物1車位2,十六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,214.16000000000003,3,2,2,有,有,15190000,76976,坡道平面,53.2,2800000,預售屋、或土地及建物分件登記案件；,RPOTMLMKIIGGFCH77DA,94.39,8.79,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７３號二十樓,28.89,都市：其他:住宅區,,,1091108,土地2建物1車位2,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,214.16000000000003,3,2,2,有,有,16160000,83002,坡道平面,53.2,2800000,預售屋、或土地及建物分件登記案件；,RPPTMLMKIIGGFCH87DA,94.39,8.79,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７７號五樓,28.89,都市：其他:住宅區,,,1100411,土地2建物1車位2,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,214.16000000000003,3,2,2,有,有,13940000,69210,坡道平面,53.2,2800000,預售屋、或土地及建物分件登記案件；,RPQTMLMKIIGGFCH97DA,94.39,8.79,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中正路２６１巷７７號二十一樓,28.89,都市：其他:住宅區,,,1100430,土地2建物1車位2,二十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,214.16000000000003,3,2,2,有,有,15450000,79833,坡道平面,53.2,2600000,預售屋、或土地及建物分件登記案件；,RPRTMLMKIIGGFCH08DA,94.39,8.79,0.0,有,
中壢區,房地(土地+建物),桃園市中壢區環西路二段３５２之８號二樓,7.28,都市：其他:住宅區,,,1100918,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001215,72.52,2,1,1,有,有,6300000,86873,,0.0,0,,RPOUMLMKIIGGFBH77DA,42.89,8.72,0.0,有,475.0
中壢區,房地(土地+建物),桃園市中壢區中山東路四段３９巷２０號十四樓之９,11.55,都市：其他:住宅區,,,1100718,土地3建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871023,90.22,3,3,1,有,有,4800000,53203,,0.0,0,夾層；,RPUOMLPKIIGGFBH08DA,52.48,7.98,0.0,有,
中壢區,房地(土地+建物),桃園市中壢區中山東路四段３９巷２０號十五樓之１２,11.55,都市：其他:住宅區,,,1100718,土地3建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871023,90.7,2,2,2,有,有,4800000,52922,,0.0,0,夾層；,RPVOMLPKIIGGFBH18DA,52.87,7.98,0.0,有,480.0
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１６７號十一樓,13.69,都市：其他:住宅區,,,1100911,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,111.09,3,2,2,有,有,10800000,97218,坡道平面,34.53,0,,RPQRMLPKIIGGFBH97DA,43.56,6.68,0.0,有,482.0
觀音區,房地(土地+建物)+車位,桃園市觀音區福祥街１０８號三樓,19.3,都市：其他:第二種住宅區,,,1091006,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,117.66,2,2,1,有,有,4920000,43832,坡道平面,31.65,1150000,預售屋、或土地及建物分件登記案件；,RPTNMLOKIIGGFBH77DA,51.23,6.68,0.0,有,
觀音區,房地(土地+建物),桃園市觀音區福祥街１００號三樓,18.5,都市：其他:第二種住宅區,,,1100630,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,83.41,2,2,1,有,有,3660000,43880,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTNMLRJIIGGFBH97DA,51.8,4.36,0.0,有,
觀音區,房地(土地+建物)+車位,桃園市觀音區福祥街１０２號五樓,25.36,都市：其他:第二種住宅區,,,1090818,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,144.89,3,2,2,有,有,5950000,42388,坡道平面,31.65,1150000,預售屋、或土地及建物分件登記案件；,RPVNMLRJIIGGFBH18DA,68.36,7.92,0.0,有,
觀音區,房地(土地+建物),桃園市觀音區福祥街１０８號二樓,19.08,都市：其他:第二種住宅區,,,1100126,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,86.00999999999999,2,2,1,有,有,4500000,52319,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQNMLPJIIGGFBH47DA,51.23,6.68,0.0,有,
觀音區,房地(土地+建物)+車位,桃園市觀音區福祥街１０２號八樓,25.36,都市：其他:第二種住宅區,,,1091208,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,144.89,3,2,2,有,有,6500000,47245,坡道平面,31.65,1150000,預售屋、或土地及建物分件登記案件；,RPRNMLPJIIGGFBH57DA,68.36,7.92,0.0,有,
觀音區,房地(土地+建物)+車位,桃園市觀音區福祥街１０２號十一樓,25.36,都市：其他:第二種住宅區,,,1100323,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,144.89,3,2,2,有,有,6750000,49011,坡道平面,31.65,1200000,預售屋、或土地及建物分件登記案件；,RPSNMLPJIIGGFBH67DA,68.36,7.92,0.0,有,
觀音區,房地(土地+建物),桃園市觀音區福祥街１１６號九樓,18.42,都市：其他:第二種住宅區,,,1100105,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,83.0,2,2,1,有,有,3870000,46627,,0.0,0,預售屋、或土地及建物分件登記案件；,RPOTMLOJIIGGFBH77DA,47.82,8.1,0.0,有,
觀音區,房地(土地+建物)+車位,桃園市觀音區福祥街１１２號十三樓,19.57,都市：其他:第二種住宅區,,,1091215,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,118.88,2,2,1,有,有,5230000,46773,坡道平面,31.65,1150000,預售屋、或土地及建物分件登記案件；,RPPTMLOJIIGGFBH87DA,50.77,7.96,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１７１號十二樓,18.74,都市：其他:住宅區,,,1100822,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,171.60000000000002,3,2,2,有,有,14500000,84499,坡道平面,0.0,0,,RPPRMLKMRHGGFBH38DA,60.1,7.24,0.0,有,485.0
觀音區,房地(土地+建物),桃園市觀音區福祥街１１６號十樓,18.42,都市：其他:第二種住宅區,,,1100105,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,83.0,2,2,1,有,有,3900000,46988,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQTMLKMRHGGFBH68DA,47.82,8.1,0.0,有,
觀音區,房地(土地+建物)+車位,桃園市觀音區福祥街１０８號十一樓,19.3,都市：其他:第二種住宅區,,,1091012,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,117.66,2,2,1,有,有,4970000,43832,坡道平面,31.65,1200000,預售屋、或土地及建物分件登記案件；,RPTOMLMJIIGGFBH57DA,51.23,6.68,0.0,有,
觀音區,房地(土地+建物)+車位,桃園市觀音區福祥街１０８號十二樓,19.3,都市：其他:第二種住宅區,,,1100413,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,116.59,2,2,1,有,有,5230000,47436,坡道平面,30.58,1150000,預售屋、或土地及建物分件登記案件；,RPUOMLMJIIGGFBH67DA,51.23,6.68,0.0,有,
觀音區,房地(土地+建物)+車位,桃園市觀音區福祥街９８號八樓,25.31,都市：其他:第二種住宅區,,,1090922,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,144.73000000000002,3,2,2,有,有,6250000,44659,坡道平面,31.65,1200000,預售屋、或土地及建物分件登記案件；,RPVRMLMJIIGGFBH08DA,68.57,7.6,0.0,有,
觀音區,房地(土地+建物),桃園市觀音區福祥街１１０號十樓,19.49,都市：其他:第二種住宅區,,,1100401,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,87.81,2,2,1,有,有,4250000,48400,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWRMLMJIIGGFBH18DA,53.39,5.76,0.0,有,
中壢區,房地(土地+建物),桃園市中壢區九和一街１號十二樓之９,3.88,都市：其他:商業區,,,1100914,土地1建物1車位0,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970406,48.870000000000005,1,1,1,有,有,4230000,86556,,0.0,0,,RPVOMLOKRHGGFBH88DA,33.47,2.27,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區莊敬路一段２１０巷２５號五樓,21.73,都市：其他:住宅區,,,1100821,土地1建物1車位1,九層，十層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860419,170.95,3,3,2,有,有,10500000,61421,坡道平面,0.0,0,,RPOTMLOKIIGGFAH77DA,100.32,15.13,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區中埔一街３６８號五樓,20.59,都市：其他:住宅區,,,1100815,土地2建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990513,201.17000000000002,3,2,2,有,有,16600000,82517,坡道平面,0.0,0,,RPOPMLPKIIGGFAH47DA,105.77,17.28,0.0,有,487.0
桃園區,房地(土地+建物)+車位,桃園市桃園區安慶街１３３巷１１號十五樓,12.61,都市：其他:住宅區,,,1100829,土地1建物1車位1,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830411,115.78,3,2,2,有,有,6150000,53118,坡道平面,0.0,0,,RPPQMLSKIIGGFAH97DA,71.42,11.34,0.0,有,
桃園區,房地(土地+建物),桃園市桃園區安慶街１３３巷１３號十五樓,10.99,都市：其他:住宅區,,,1100829,土地1建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830411,94.66,3,2,2,有,有,5000000,52821,,0.0,0,,RPQQMLSKIIGGFAH08DA,72.53,11.34,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區大有路６３４號十一樓,14.93,都市：其他:住宅區,,,1100918,土地1建物1車位1,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820820,179.51999999999998,4,2,2,有,有,9600000,53476,坡道平面,0.0,0,,RPWSMLOKIIGGFAH48DA,137.57,17.33,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區環西路二段３００巷２之７號十一樓,8.65,都市：其他:住宅區,,,1091205,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000628,116.27000000000001,2,2,1,有,有,7350000,60050,坡道平面,15.52,1300000,陽台外推；其他增建；,RPQNMLPJKIPFFBH48DA,54.8,14.21,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６５２號四樓,24.42,都市：其他:住宅區,,,1100626,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,162.93,3,2,2,有,有,12470000,84347,坡道平面,38.8,2000000,,RPXNMLRKIIGGFAH38DA,76.8,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６５２號五樓,24.94,都市：其他:住宅區,,,1100113,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,166.45999999999998,3,2,2,有,有,12380000,84018,坡道平面,42.32,1950000,,RPOOMLRKIIGGFAH57DA,76.8,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６５２號九樓,23.94,都市：其他:住宅區,,,1091118,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,159.82,3,2,2,有,有,12480000,85636,坡道平面,35.69,1850000,,RPPOMLRKIIGGFAH67DA,76.8,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６５２號十樓,24.42,都市：其他:住宅區,,,1100322,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,162.93,3,2,2,有,有,13080000,89664,坡道平面,38.8,1950000,,RPQOMLRKIIGGFAH77DA,76.8,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６５２號十四樓,24.42,都市：其他:住宅區,,,1100424,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,162.93,3,2,2,有,有,13380000,92081,坡道平面,38.8,1950000,,RPROMLRKIIGGFAH87DA,76.8,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６５０號七樓,18.91,都市：其他:住宅區,,,1100313,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,126.27000000000001,2,1,1,有,有,9350000,85744,坡道平面,38.8,1850000,,RPSOMLRKIIGGFAH97DA,53.87,4.76,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３８號十樓,24.33,都市：其他:住宅區,,,1100612,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,162.37,3,2,2,有,有,13000000,89018,坡道平面,38.8,2000000,,RPTOMLRKIIGGFAH08DA,76.44,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３８號十三樓,24.33,都市：其他:住宅區,,,1091212,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,162.37,3,2,2,有,有,12900000,88209,坡道平面,38.8,2000000,,RPUOMLRKIIGGFAH18DA,76.44,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３６號十一樓,19.18,都市：其他:住宅區,,,1091220,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,128.23000000000002,2,1,1,有,有,9660000,84396,坡道平面,35.69,1850000,,RPVOMLRKIIGGFAH28DA,56.69,5.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３６號十二樓,19.66,都市：其他:住宅區,,,1091122,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,131.35,2,1,1,有,有,9900000,85359,坡道平面,38.8,2000000,,RPWOMLRKIIGGFAH38DA,56.69,5.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區經國路５９３號十七樓之二,13.33,都市：其他:住宅區,,,1100915,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850420,168.74,3,2,2,有,有,10800000,64004,坡道平面,0.0,0,,RPXPMLSJIIGGFAH58DA,90.17,10.06,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區福信街１９號十一樓,26.21,都市：其他:第二種住宅區,,,1100906,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010518,181.10000000000002,3,2,2,有,有,12500000,69023,坡道平面,0.0,0,,RPVPMLNJIIGGFAH87DA,89.76,7.5,0.0,有,494.0
桃園區,房地(土地+建物),桃園市桃園區江南十街３２巷１４號三樓,17.33,都市：其他:第二種住宅區,,,1100907,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821104,113.66,3,2,2,有,有,6100000,53669,,0.0,0,,RPQNMLPLRHGGFAH38DA,84.3,14.48,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區民族路２５８號二十一樓,34.39,都市：其他:商業區,,,1100903,土地1建物1車位2,二十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970901,376.32,3,2,2,有,有,25000000,66431,坡道平面,0.0,0,,RPWPMLOKRHGGFAH98DA,187.02,43.25,0.0,有,
桃園區,房地(土地+建物),桃園市桃園區國強一街１７０之１１號八樓,14.99,都市：其他:第二種住宅區,,,1100905,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030403,89.34,2,2,1,有,有,7150000,80031,,0.0,0,,RPUNMLPJRHGGFAH58DA,54.76,6.41,0.0,有,496.0
桃園區,房地(土地+建物)+車位,桃園市桃園區經國路３１２號十二樓,48.74,都市：其他:住宅區,,,1100918,土地1建物1車位3,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890304,523.09,5,3,4,有,有,34300000,65572,坡道平面,0.0,0,,RPQSMLTKRHGGFAH56DA,301.46,32.48,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區經國路８８號五樓,44.79,都市：其他:住宅區,,,1100914,土地1建物1車位2,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,328.53999999999996,4,2,3,有,有,30660000,93322,坡道平面,36.46,0,,RPXOMLPKRHGGFAH09DA,174.34,18.66,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔八街１１８號二樓,26.1,都市：其他:住宅區,,,1091211,土地3建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100816,165.85000000000002,3,2,2,有,有,14880000,96805,坡道平面,31.56,1880000,預售屋、或土地及建物分件登記案件；,RPXPMLLKQHGGFAH68DA,78.48,11.56,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔八街１１８號十樓,26.1,都市：其他:住宅區,,,1091112,土地3建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100816,192.49,3,2,2,有,有,17100000,99933,坡道平面,58.2,3680000,預售屋、或土地及建物分件登記案件；,RPSPMLLMQHGGFAH38DA,78.48,11.56,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔八街１１８號九樓,26.1,都市：其他:住宅區,,,1091107,土地3建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100816,160.93,3,2,2,有,有,15500000,100529,坡道平面,26.64,2000000,預售屋、或土地及建物分件登記案件；,RPTPMLLMQHGGFAH48DA,78.48,11.56,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔八街１１８號八樓,26.1,都市：其他:住宅區,,,1091106,土地3建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100816,165.85000000000002,3,2,2,有,有,15450000,101050,坡道平面,31.56,1880000,預售屋、或土地及建物分件登記案件；,RPWNMLTJQHGGFAH09DA,78.48,11.56,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔八街１１８號十三樓,26.1,都市：其他:住宅區,,,1091112,土地3建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100816,197.41000000000003,3,2,2,有,有,17250000,98965,坡道平面,63.12,3960000,預售屋、或土地及建物分件登記案件；,RPOOMLTJQHGGFAH38DA,78.48,11.56,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區寶慶路１３６號三樓,41.8,都市：其他:住宅區,,,1100828,土地1建物1車位2,三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891202,355.3,5,2,3,有,有,22600000,63608,坡道平面,0.0,0,,RPVOMLLJIIGGFAH57DA,192.13,32.34,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區民族路１９５之１號十五樓,19.18,都市：其他:商業區,,,1100904,土地2建物1車位1,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080131,175.59,3,2,2,有,有,16500000,101300,坡道平面,29.49,1700000,,RPPRMLLJIIGGFAH27DA,86.87,13.22,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區民族路１９５之３號十八樓,19.18,都市：其他:商業區,,,1100903,土地2建物1車位1,十八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080131,180.87,3,2,2,有,有,17040000,101334,坡道平面,29.49,1700000,,RPRRMLLJIIGGFAH47DA,86.87,18.5,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３０７號八樓,26.13,都市：其他:住宅區,,,1100812,土地1建物1車位2,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061124,208.45,4,2,2,有,有,16000000,76757,坡道平面,54.28,0,,RPUOMLOJIIGGFAH77DA,90.16,15.96,0.0,有,
